# JD	Flux	Error
2.457127733553240541e+06 9.294392380464545633e-01 1.559590922240018489e-02
2.457127733668981586e+06 9.471807695642280311e-01 1.550117849553920429e-02
2.457127733784722164e+06 1.022840972137251336e+00 1.599708257953924226e-02
2.457127733900462743e+06 9.357675690555055104e-01 1.467783188103376560e-02
2.457127734016203787e+06 1.026253942910594352e+00 1.627674622222897299e-02
2.457127734131944366e+06 1.016636507888253771e+00 1.619141212982069464e-02
2.457127734247685410e+06 1.095632112953595971e+00 1.647966580411745069e-02
2.457127734363425989e+06 9.378929328145347855e-01 1.405031430191353709e-02
2.457127734479166567e+06 9.861250229295700498e-01 1.480872060055771905e-02
2.457127734594907612e+06 1.014586441178439991e+00 1.531304361899594318e-02
2.457127734710648190e+06 1.013007429843399088e+00 1.483384979124632505e-02
2.457127734826388769e+06 1.005013476957007379e+00 1.535806458956736655e-02
2.457127734942129813e+06 1.063189501078304566e+00 1.574888402693291542e-02
2.457127735057870392e+06 1.057920802060542398e+00 1.542895585885074514e-02
2.457127735173610970e+06 1.047032729060746847e+00 1.578610952247156210e-02
2.457127735289352015e+06 9.964123180494004473e-01 1.474372856350756288e-02
2.457127735405092593e+06 1.024472398539402418e+00 1.523828961146998437e-02
2.457127735520833172e+06 9.736597726929292484e-01 1.479964870563141646e-02
2.457127735636574216e+06 1.115112774011422392e+00 1.759033104996590713e-02
2.457127735752314795e+06 1.037631312516873683e+00 1.744239500805039311e-02
2.457127735868055373e+06 9.218969846798608092e-01 1.603960776397070007e-02
2.457127735983796418e+06 9.445763035394807439e-01 1.541656699997651266e-02
2.457127736099536996e+06 1.007175080159595337e+00 1.628296996130578628e-02
2.457127736215277575e+06 1.099541079354974471e+00 1.825408666569492550e-02
2.457127736331018619e+06 9.871397848460418123e-01 1.698661600583837444e-02
2.457127736446759198e+06 9.955602487121921751e-01 1.646123896416332166e-02
2.457127736562499776e+06 1.100616649891648757e+00 1.811405732280772091e-02
2.457127736678240821e+06 1.004243762225043968e+00 2.000936416901948414e-02
2.457127736793981399e+06 9.939272083950059233e-01 1.784714429040960490e-02
2.457127736909722444e+06 1.123519909027076658e+00 2.341929219764956466e-02
2.457127737025463022e+06 1.046330212168907092e+00 1.940078084481470372e-02
2.457127737141203601e+06 9.296426697020675478e-01 1.723187970818238976e-02
2.457127737256944645e+06 1.172635958551240920e+00 2.023983699780788903e-02
2.457127737372685224e+06 1.033330840854489008e+00 1.760652985902686971e-02
2.457127737488425802e+06 1.073144606980270144e+00 1.810633879066916516e-02
2.457127737604166847e+06 1.000260389988707255e+00 1.692966591660190895e-02
2.457127737719907425e+06 1.057750607131181075e+00 2.074907965650246364e-02
2.457127737835648004e+06 9.429670850369276103e-01 1.939752728476604529e-02
2.457127737951389048e+06 1.026772346025645266e+00 1.962774891795753332e-02
2.457127738067129627e+06 9.845083227846975760e-01 2.346129284147880148e-02
2.457127738182870205e+06 8.304651373489617683e-01 1.693749542570015254e-02
2.457127738298611250e+06 9.760008363541724519e-01 1.889678522317488410e-02
2.457127738414351828e+06 1.071349550897897851e+00 1.830706044996394111e-02
2.457127738530092407e+06 9.929302598047847761e-01 1.664343104027641088e-02
2.457127738645833451e+06 9.781012129301289715e-01 1.647722901370862400e-02
2.457127738761574030e+06 9.476654089165043038e-01 1.572928275772404738e-02
2.457127738877314609e+06 1.057758846742524073e+00 1.769349127014099160e-02
2.457127738993055653e+06 1.182253748717236874e+00 2.139938024047144394e-02
2.457127739108796231e+06 9.462171916541910477e-01 1.677826212325913766e-02
2.457127739224536810e+06 9.662041577188762442e-01 1.829170980026928461e-02
2.457127739340277854e+06 1.092112736104867254e+00 1.845541614203072972e-02
2.457127739456018433e+06 1.085600379966772611e+00 2.247280543442400566e-02
2.457127739571759477e+06 1.102354594238410090e+00 2.286900635923860489e-02
2.457127739687500056e+06 8.757463201034091371e-01 2.089227921977992314e-02
2.457127739803240635e+06 1.065858064871394006e+00 1.800768677932055098e-02
2.457127739918981679e+06 9.301104793790712089e-01 1.699348291411862874e-02
2.457127740034722257e+06 9.488842483521470195e-01 1.659334320511467176e-02
2.457127740150462836e+06 1.010172361150065035e+00 2.036251757847557659e-02
2.457127740266203880e+06 1.062024345643588275e+00 2.115483742052268537e-02
2.457127740381944459e+06 1.040327686500619908e+00 2.087400134319250186e-02
2.457127740497685038e+06 1.010654873445174351e+00 2.042420701014368081e-02
2.457127740613426082e+06 9.125470789710914410e-01 1.851986594488939236e-02
2.457127740729166660e+06 1.044752694911924573e+00 1.826868863607273089e-02
2.457127740844907239e+06 9.800230492194019760e-01 1.785852419410476760e-02
2.457127740960648283e+06 1.065008154439598620e+00 1.739161754723201475e-02
2.457127741076388862e+06 9.644415205498895194e-01 1.687951939415874986e-02
2.457127741192129441e+06 1.045201665200563346e+00 1.708000419012170243e-02
2.457127741307870485e+06 9.391855091352040441e-01 1.761480276849751794e-02
2.457127741423611064e+06 1.025886869660688649e+00 2.041032681203745064e-02
2.457127741539351642e+06 1.003689281621528373e+00 1.759133579294830732e-02
2.457127741655092686e+06 1.076946472692094758e+00 1.780450010760357971e-02
2.457127741770833265e+06 9.740141903712702387e-01 1.627962278098981155e-02
2.457127741886573844e+06 9.252838001067896778e-01 1.624644588546233018e-02
2.457127742002314888e+06 9.720232830261759105e-01 1.695722168732498661e-02
2.457127742118055467e+06 9.999816733552706616e-01 1.655689451649746888e-02
2.457127742233796511e+06 9.884326110152369393e-01 1.884596978198017914e-02
2.457127742349537089e+06 9.559993508118612704e-01 2.120642689060237007e-02
2.457127742465277668e+06 1.043350278870115888e+00 2.302844761733512796e-02
2.457127742581018712e+06 9.100074584809294542e-01 1.689818268484867894e-02
2.457127742696759291e+06 9.272510915074223536e-01 1.472453905877731464e-02
2.457127742812499870e+06 9.223054127030266836e-01 1.537527664186280445e-02
2.457127742928240914e+06 1.068104472577276143e+00 1.670291251970216703e-02
2.457127743043981493e+06 9.467780369945492103e-01 1.537797106245592481e-02
2.457127743159722071e+06 1.070433357307849276e+00 1.740782424981240223e-02
2.457127743275463115e+06 9.924186674432200483e-01 1.699827001915203348e-02
2.457127743391203694e+06 9.694123740591457095e-01 1.556772678823568033e-02
2.457127743506944273e+06 1.017811405678850090e+00 1.633357885992007402e-02
2.457127743622685317e+06 1.133110112724939222e+00 1.795952998887756502e-02
2.457127743738425896e+06 9.867191931720462605e-01 1.620951836298634499e-02
2.457127743854166474e+06 9.962149646483877685e-01 1.561523952496733127e-02
2.457127743969907518e+06 1.040627828339148353e+00 1.696843708851103125e-02
2.457127744085648097e+06 9.159470555834220429e-01 1.555837907949899311e-02
2.457127744201388676e+06 9.818049379512787667e-01 1.584198424449550016e-02
2.457127744317129720e+06 1.032012019974960504e+00 1.695330622696436182e-02
2.457127744432870299e+06 1.211376827556071012e+00 1.853610193270262621e-02
2.457127744548611343e+06 1.055001833777566844e+00 1.667731928153282778e-02
2.457127744664351922e+06 9.963157563657449867e-01 1.599134724217106743e-02
2.457127744780092500e+06 9.405965050585854970e-01 1.629643727575314990e-02
2.457127744895833544e+06 8.218042064111443779e-01 1.435309957977658722e-02
2.457127745011574123e+06 8.917908253947522956e-01 1.596268115483113689e-02
2.457127745127314702e+06 8.400339649818008292e-01 1.646374814210034218e-02
2.457127745243055746e+06 9.035508243332738276e-01 1.594293384562964905e-02
2.457127745358796325e+06 8.089559022565294688e-01 1.503859142585231221e-02
2.457127745474536903e+06 9.620988734573086010e-01 1.791887374750989956e-02
2.457127745590277947e+06 8.131129759922754996e-01 1.553683596176519237e-02
2.457127745706018526e+06 9.042518739522665827e-01 1.463746969466241978e-02
2.457127745821759105e+06 8.994860950750411810e-01 1.487083665736376598e-02
2.457127745937500149e+06 9.160387715039484124e-01 1.469984551272183852e-02
2.457127746053240728e+06 9.586066836726768736e-01 1.617910345515173945e-02
2.457127746168981306e+06 1.018570572591518619e+00 1.705569348374646674e-02
2.457127746284722351e+06 9.511201130359171474e-01 1.617924244027966682e-02
2.457127746400462929e+06 1.083788009732887803e+00 1.723560054305136452e-02
2.457127746516203508e+06 9.218907161396850958e-01 1.469266405880705929e-02
2.457127746631944552e+06 1.048522036336846597e+00 1.775998073868713389e-02
2.457127746747685131e+06 9.726784420536968012e-01 1.550599558527375986e-02
2.457127746863425709e+06 1.051015185582492073e+00 1.633801932957038364e-02
2.457127746979166754e+06 9.535862252675139095e-01 1.521286163040243798e-02
2.457127747094907332e+06 1.044096746879621840e+00 1.679859542224997754e-02
2.457127747210648376e+06 9.645580590946283284e-01 1.512736985813439503e-02
2.457127747326388955e+06 1.100679355413025418e+00 1.771822828980032863e-02
2.457127747442129534e+06 8.886135540566169055e-01 1.456767754244334134e-02
2.457127747557870578e+06 9.991953039363627997e-01 1.581400993054039514e-02
2.457127747673611157e+06 9.701645276154491349e-01 1.503297114613158687e-02
2.457127747789351735e+06 1.053577490806685057e+00 1.622041144293786402e-02
2.457127747905092780e+06 1.054454817797342070e+00 1.595616153108417659e-02
2.457127748020833358e+06 9.758779500415279973e-01 1.522489490109098058e-02
2.457127748136573937e+06 1.041075905453324069e+00 1.653727701225019692e-02
2.457127748252314981e+06 9.327813231022197282e-01 1.512826763054714654e-02
2.457127748368055560e+06 1.052391213761992406e+00 1.710843648503806297e-02
2.457127748483796138e+06 9.155060591282601079e-01 1.473291203052318546e-02
2.457127748599537183e+06 9.613263016792465976e-01 1.576642165144255189e-02
2.457127748715277761e+06 1.008882690077086641e+00 1.705628722490401886e-02
2.457127748831018340e+06 9.816471513192986942e-01 1.532206602058314680e-02
2.457127748946759384e+06 1.026879830442131381e+00 1.552936066749691264e-02
2.457127749062499963e+06 9.823675896722683376e-01 1.598615219019168879e-02
2.457127749178240541e+06 1.038248664656803877e+00 1.734667838253337729e-02
2.457127749293981586e+06 9.619497651011630346e-01 1.510622975779630887e-02
2.457127749409722164e+06 9.330668411096182391e-01 1.486737887629806416e-02
2.457127749525462743e+06 9.827069347243774233e-01 1.545902143877993587e-02
2.457127749641203787e+06 1.089591094294084961e+00 1.721623413307889205e-02
2.457127749756944366e+06 1.001381643324443571e+00 1.503799104821276073e-02
2.457127749872685410e+06 1.081139247613003951e+00 1.612832077855744575e-02
2.457127749988425989e+06 1.067088572952226144e+00 1.682485351443692781e-02
2.457127750104166567e+06 1.076675962256690600e+00 1.749790802385788394e-02
2.457127750219907612e+06 9.694026757275511219e-01 1.570600348609332148e-02
2.457127750335648190e+06 9.399192107355652803e-01 1.570496428112274495e-02
2.457127750451388769e+06 1.010535040577636545e+00 1.655752705116125822e-02
2.457127750567129813e+06 1.033065920691788486e+00 1.651871822669179549e-02
2.457127750682870392e+06 1.055075109582589210e+00 1.858560566918905990e-02
2.457127750798610970e+06 1.124329786844287860e+00 2.151730699814791842e-02
2.457127750914352015e+06 9.917621761949174664e-01 1.775983053792364735e-02
2.457127751030092593e+06 9.839440690547180957e-01 1.660939165626006478e-02
2.457127751145833172e+06 8.207355923479854320e-01 1.375805861828748380e-02
2.457127751261574216e+06 1.035598910411756224e+00 1.622467498443901091e-02
2.457127751377314795e+06 9.747965914069045557e-01 1.503974579028852232e-02
2.457127751493055373e+06 1.031540100235385671e+00 1.622465820939076805e-02
2.457127751608796418e+06 1.013128745264207708e+00 1.514975453490930921e-02
2.457127751724536996e+06 9.394058709003076935e-01 1.487788690218126708e-02
2.457127751840277575e+06 9.361243700059183048e-01 1.551102663230673195e-02
2.457127751956018619e+06 1.044786455063697161e+00 1.660516768203142146e-02
2.457127752071759198e+06 9.771864256098520274e-01 1.696747199169353071e-02
2.457127752187499776e+06 1.024316029802712302e+00 1.705496144098703898e-02
2.457127752303240821e+06 9.095885580012209592e-01 1.600456381948392112e-02
2.457127752418981399e+06 1.104385296650784554e+00 1.747162376696466055e-02
2.457127752534722444e+06 9.772758854507270776e-01 1.634612834014497265e-02
2.457127752650463022e+06 9.930818705643966737e-01 1.623830026212843072e-02
2.457127752766203601e+06 9.941565048251521652e-01 1.600302873387383917e-02
2.457127752881944645e+06 1.002013019474336408e+00 1.635935452914985197e-02
2.457127752997685224e+06 1.100967527412439306e+00 1.878406464153380140e-02
2.457127753113425802e+06 9.065434725953043227e-01 1.566232924503561941e-02
2.457127753229166847e+06 9.772206186281401363e-01 1.707234921568457839e-02
2.457127753344907425e+06 8.935027564621680352e-01 1.631420600811195679e-02
2.457127753460648004e+06 1.005103843718130552e+00 1.768569454583124659e-02
2.457127753576389048e+06 9.990262365683325596e-01 1.616779848414293119e-02
2.457127753692129627e+06 1.062675881170423997e+00 1.641252695214127227e-02
2.457127753807870205e+06 9.331630585985608572e-01 1.436944672743050051e-02
2.457127753923611250e+06 9.891163189307788928e-01 1.470216951243743034e-02
2.457127754039351828e+06 1.122033514579563906e+00 1.767534135988778690e-02
2.457127754155092407e+06 1.019503133400325945e+00 1.488572476310001669e-02
2.457127754270833451e+06 7.388460177569450282e-01 1.106059992071166398e-02
2.457127754386574030e+06 1.110826760560868376e+00 1.846637793786917378e-02
2.457127754502314609e+06 1.002898128250832466e+00 1.574509093783594757e-02
2.457127754618055653e+06 1.053066386354397421e+00 1.682447315995039966e-02
2.457127754733796231e+06 8.730216772784885615e-01 1.340861856909158698e-02
2.457127754849536810e+06 9.881210033079532717e-01 1.502007462803651820e-02
2.457127754965277854e+06 1.050768560226842174e+00 1.603425757433066604e-02
2.457127755081018433e+06 1.017898762550684788e+00 1.591555716221282682e-02
2.457127755196759477e+06 1.032522445741689499e+00 1.630618154151954394e-02
2.457127755312500056e+06 1.014533927762206300e+00 1.612987511549506675e-02
2.457127755428240635e+06 1.042166573492427029e+00 1.569502340932353232e-02
2.457127755543981679e+06 1.048293211311451811e+00 1.638435936336998799e-02
2.457127755659722257e+06 1.032913784257553758e+00 1.641535881702314154e-02
2.457127755775462836e+06 9.815990848312332595e-01 1.583831944516693804e-02
2.457127755891203880e+06 1.029976644609964742e+00 1.776511272477959702e-02
2.457127756006944459e+06 1.031363315873554898e+00 1.721891087523661282e-02
2.457127756122685038e+06 9.858453202598406184e-01 1.575109062384419736e-02
2.457127756238426082e+06 1.102370242096628150e+00 1.723894235914880113e-02
2.457127756354166660e+06 1.007067039328362501e+00 1.474443706000905414e-02
2.457127756469907239e+06 1.076788149491142876e+00 1.688430204873100915e-02
2.457127756585648283e+06 9.202528903507674052e-01 1.428215708682333343e-02
2.457127756701388862e+06 1.015883762712791683e+00 1.557170040752435189e-02
2.457127756817129441e+06 1.088961499139567080e+00 1.626647986506134236e-02
2.457127756932870485e+06 9.921600076594707662e-01 1.547746145888059810e-02
2.457127757048611064e+06 9.400836722777556886e-01 1.416065715570469230e-02
2.457127757164351642e+06 9.839504687581391851e-01 1.517345920475465272e-02
2.457127757280092686e+06 9.630126290434766201e-01 1.407448538046389593e-02
2.457127757395833265e+06 9.661395144722103590e-01 1.471433726456030169e-02
2.457127757511573844e+06 9.918365244929638891e-01 1.516121243066412445e-02
2.457127757627314888e+06 9.940853636474320520e-01 1.580114708487919545e-02
2.457127757743055467e+06 9.879365080024594681e-01 1.536837701068065679e-02
2.457127757858796511e+06 9.745802953624879139e-01 1.557893694476352592e-02
2.457127757974537089e+06 9.654826492897193857e-01 1.508880205762891738e-02
2.457127758090277668e+06 1.013112492889135519e+00 1.614738922257632700e-02
2.457127758206018712e+06 9.334043629743148385e-01 1.455125721039828880e-02
2.457127758321759291e+06 1.082866966943011766e+00 1.640585681454133013e-02
2.457127758437499870e+06 8.944332384543751679e-01 1.368790388478888578e-02
2.457127758553240914e+06 1.047385449247595135e+00 1.595495504530231035e-02
2.457127758668981493e+06 1.054403692352357425e+00 1.612494830693239622e-02
2.457127758784722071e+06 9.758090681272751921e-01 1.520297114611136868e-02
2.457127758900463115e+06 1.048150552088300103e+00 1.792611217039559793e-02
2.457127759016203694e+06 1.052411059045485819e+00 1.815774765261650783e-02
2.457127759131944273e+06 9.529502646782240793e-01 1.558612310209054989e-02
2.457127759247685317e+06 1.112377668158137878e+00 1.682081739781255900e-02
2.457127759363425896e+06 1.074114648305027231e+00 1.599851020688580761e-02
2.457127759479166474e+06 9.486312036554802596e-01 1.415382684839536047e-02
2.457127759594907518e+06 1.098098112655399916e+00 1.635664828445554733e-02
2.457127759710648097e+06 9.269399157363616970e-01 1.423287697373651350e-02
2.457127759826388676e+06 9.730252851207020770e-01 1.440832548535892106e-02
2.457127759942129720e+06 1.002184806210539403e+00 1.464145656147410567e-02
2.457127760057870299e+06 1.167427416297808218e+00 1.720225228356886404e-02
2.457127760173611343e+06 1.090952527353802548e+00 1.684168845436975759e-02
2.457127760289351922e+06 1.029161318101311950e+00 1.540771276605674631e-02
2.457127760405092500e+06 1.008457450853170068e+00 1.549402366222681418e-02
2.457127760520833544e+06 1.070601053592259877e+00 1.600456855597206726e-02
2.457127760636574123e+06 1.027968661147822926e+00 1.524527534810670056e-02
2.457127760752314702e+06 1.036521397589422078e+00 1.559722622416503945e-02
2.457127760868055746e+06 1.069686964689120279e+00 1.558600692668474057e-02
2.457127760983796325e+06 1.073424262037934618e+00 1.589885990102215402e-02
2.457127761099536903e+06 1.061424299178947983e+00 1.545157252234483081e-02
2.457127761215277947e+06 9.799100374453157958e-01 1.428987162797203982e-02
2.457127761331018526e+06 1.012292599857595343e+00 1.437420149080746723e-02
2.457127761446759105e+06 1.008099007347814879e+00 1.505540428601973360e-02
2.457127761562500149e+06 1.052475046014643034e+00 1.568465511703672974e-02
2.457127761678240728e+06 1.078699812631546795e+00 1.689720425197292070e-02
2.457127761793981306e+06 1.063907224065246737e+00 1.642074146160042367e-02
2.457127761909722351e+06 1.084026441314038136e+00 1.671983564113658019e-02
2.457127762025462929e+06 9.519713667751994457e-01 1.392759852759220020e-02
2.457127762141203508e+06 1.006783383439135315e+00 1.456524915001884690e-02
2.457127762256944552e+06 1.121172172777562759e+00 1.689102708890835233e-02
2.457127762372685131e+06 1.027021083641701527e+00 1.548902139350416193e-02
2.457127762488425709e+06 9.612941321931380845e-01 1.467884763367433877e-02
2.457127762604166754e+06 1.043450267720842373e+00 1.559337550827445511e-02
2.457127762719907332e+06 1.020395898869828732e+00 1.491066027525006325e-02
2.457127762835648376e+06 9.744519079200504308e-01 1.439564180680407562e-02
2.457127762951388955e+06 1.016133899090863268e+00 1.496795603721854176e-02
2.457127763067129534e+06 1.038928427792263243e+00 1.526268227632657064e-02
2.457127763182870578e+06 9.248044182936758784e-01 1.365871094650512874e-02
2.457127763298611157e+06 1.073255975595527323e+00 1.638091828039361236e-02
2.457127763414351735e+06 1.040793157197138941e+00 1.551698416969292914e-02
2.457127763530092780e+06 1.018732896513318664e+00 1.526254626496277231e-02
2.457127763645833358e+06 1.168038248585336447e+00 1.701214631143602510e-02
2.457127763761573937e+06 9.581614912388743965e-01 1.433345619896240694e-02
2.457127763877314981e+06 9.681956096415981206e-01 1.419985371320113716e-02
2.457127763993055560e+06 9.626145522297677726e-01 1.423813216438465576e-02
2.457127764108796138e+06 1.116578362100142829e+00 1.623650530027886604e-02
2.457127764224537183e+06 1.073569111806583321e+00 1.619857480658713419e-02
2.457127764340277761e+06 9.290305615041023479e-01 1.394655500907370470e-02
2.457127764456018340e+06 9.779914071467004089e-01 1.577763673397078112e-02
2.457127764571759384e+06 9.771558441949463880e-01 1.484612874752976736e-02
2.457127764687499963e+06 1.117644122524428019e+00 1.664417498069144935e-02
2.457127764803240541e+06 1.017004902125263177e+00 1.530252663658977601e-02
2.457127764918981586e+06 1.054786633997041756e+00 1.611236532870388358e-02
2.457127765034722164e+06 1.033977481404930288e+00 1.612693599098927871e-02
2.457127765150462743e+06 1.006585268280165701e+00 1.520143226145493145e-02
2.457127765266203787e+06 1.104178354158443565e+00 1.624692204562979900e-02
2.457127765381944366e+06 9.550286905379381519e-01 1.441560608368885193e-02
2.457127765497685410e+06 1.101701615124836442e+00 1.663343618346560873e-02
2.457127765613425989e+06 1.188453290703215925e+00 1.730092738877665390e-02
2.457127765729166567e+06 9.640147831778377308e-01 1.478534885069556458e-02
2.457127765844907612e+06 9.554978527280073575e-01 1.478730110338192030e-02
2.457127765960648190e+06 9.605727085641940777e-01 1.471087715017669294e-02
2.457127766076388769e+06 8.893554111568876541e-01 1.379567037921567915e-02
2.457127766192129813e+06 1.034538003930941086e+00 1.574419785963921542e-02
2.457127766307870392e+06 9.910149155510814545e-01 1.501662061045693636e-02
2.457127766423610970e+06 1.024533081605213614e+00 1.538349716731163622e-02
2.457127766539352015e+06 9.702542814469056198e-01 1.493829206708730678e-02
2.457127766655092593e+06 1.052432522575462936e+00 1.543551888212342689e-02
2.457127766770833172e+06 9.983927964955529033e-01 1.477570246519472642e-02
2.457127766886574216e+06 9.731846329093443160e-01 1.522620752946638942e-02
2.457127767002314795e+06 9.956866674654621940e-01 1.538504463213860758e-02
2.457127767118055373e+06 9.606719621548422960e-01 1.554968261465850335e-02
2.457127767233796418e+06 9.784739443885521748e-01 1.511176682691075558e-02
2.457127767349536996e+06 1.083001174868873040e+00 1.606716445274418079e-02
2.457127767465277575e+06 9.379085478306312673e-01 1.597978052839815408e-02
2.457127767581018619e+06 9.739422940510304993e-01 1.617620192559781830e-02
2.457127767696759198e+06 1.036779000626304459e+00 1.655536076986619670e-02
2.457127767812499776e+06 9.903803908680171020e-01 1.527311113049124348e-02
2.457127767928240821e+06 1.020459374977082279e+00 1.571485164792894504e-02
2.457127768043981399e+06 9.525063303600521669e-01 1.593013835852308963e-02
2.457127768159722444e+06 9.669593877566629025e-01 1.515326932021732187e-02
2.457127768275463022e+06 9.539442853727490013e-01 1.409908665615365944e-02
2.457127768391203601e+06 1.024157746003817815e+00 1.600242318842437506e-02
2.457127768506944645e+06 9.600317578484305336e-01 1.506258463863179888e-02
2.457127768622685224e+06 9.588416246948550103e-01 1.590887447709584540e-02
2.457127768738425802e+06 1.056717722111028657e+00 1.601069601726703290e-02
2.457127768854166847e+06 9.830278135022229025e-01 1.453222069082392778e-02
2.457127768969907425e+06 9.231335912142677458e-01 1.410092224592898215e-02
2.457127769085648004e+06 9.643934594159682128e-01 1.566708231924613531e-02
2.457127769201389048e+06 9.590620111546280802e-01 1.507481339646902715e-02
2.457127769317129627e+06 1.027158165623202501e+00 1.568850075647982081e-02
2.457127769432870205e+06 1.041256765205923918e+00 1.591469291585954904e-02
2.457127769548611250e+06 9.533803005604633007e-01 1.518758820347819102e-02
2.457127769664351828e+06 9.537186373871950895e-01 1.496138788949287826e-02
2.457127769780092407e+06 9.193957102648986357e-01 1.437967364984755157e-02
2.457127769895833451e+06 1.081977562591728059e+00 1.624459586460511723e-02
2.457127770011574030e+06 9.927810059358689321e-01 1.541268184593388643e-02
2.457127770127314609e+06 9.577700821545622745e-01 1.556833515283212802e-02
2.457127770243055653e+06 9.701166742865363624e-01 1.520300318407793831e-02
2.457127770358796231e+06 1.025093399539577455e+00 1.535858137511979769e-02
2.457127770474536810e+06 9.871914888843874580e-01 1.469437442214551956e-02
2.457127770590277854e+06 9.915377483935978731e-01 1.487934578606480741e-02
2.457127770706018433e+06 9.898123183274172288e-01 1.502431501235174452e-02
2.457127770821759477e+06 1.109044796694100832e+00 1.658510627949062385e-02
2.457127770937500056e+06 1.019516203807663723e+00 1.499408842006379368e-02
2.457127771053240635e+06 1.006972287153936163e+00 1.514518582193192034e-02
2.457127771168981679e+06 9.673545698735247500e-01 1.439757668269306921e-02
2.457127771284722257e+06 1.042287315326984043e+00 1.548109555415470677e-02
2.457127771400462836e+06 9.632581456294395661e-01 1.430031846635327827e-02
2.457127771516203880e+06 9.594837580867000559e-01 1.474794120391273791e-02
2.457127771631944459e+06 1.002635984110113343e+00 1.545938097754747179e-02
2.457127771747685038e+06 1.112154903664360983e+00 1.693429250118717866e-02
2.457127771863426082e+06 1.085950713097752818e+00 1.622185799735375786e-02
2.457127771979166660e+06 1.078244992180898976e+00 1.604588309779313507e-02
2.457127772094907239e+06 1.076720630690927383e+00 1.641369753031832537e-02
2.457127772210648283e+06 1.016091625388125808e+00 1.512191366910328912e-02
2.457127772326388862e+06 1.039278085370931803e+00 1.550789343413139579e-02
2.457127772442129441e+06 9.903037679080063382e-01 1.457469169013200609e-02
2.457127772557870485e+06 9.386371963593561629e-01 1.395926717402690663e-02
2.457127772673611064e+06 1.012961071598385665e+00 1.485400898219179505e-02
2.457127772789351642e+06 1.028826620731161823e+00 1.485147226146735222e-02
2.457127772905092686e+06 8.897517430993915344e-01 1.323755872179539425e-02
2.457127773020833265e+06 1.015657536519554593e+00 1.508610251175092169e-02
2.457127773136573844e+06 9.764755402096753079e-01 1.461791159959567772e-02
2.457127773252314888e+06 1.000652651836104523e+00 1.509351697231832434e-02
2.457127773368055467e+06 1.060490490515924256e+00 1.658095418112483233e-02
2.457127773483796511e+06 9.349463906058903540e-01 1.395279516213293429e-02
2.457127773599537089e+06 8.670384450300265833e-01 1.410416521536482851e-02
2.457127773715277668e+06 9.541782575182282677e-01 1.467089770748459567e-02
2.457127773831018712e+06 9.633529822472421955e-01 1.453096503811795483e-02
2.457127773946759291e+06 1.015342749360226282e+00 1.521172841925319021e-02
2.457127774062499870e+06 9.553730918539901085e-01 1.397563825879300815e-02
2.457127774178240914e+06 9.557093100382074713e-01 1.393435049776983389e-02
2.457127774293981493e+06 1.001098194042077116e+00 1.461910432415373419e-02
2.457127774409722071e+06 9.807237108379874835e-01 1.467964280419305038e-02
2.457127774525463115e+06 9.848116183405248858e-01 1.464958499360776573e-02
2.457127774641203694e+06 1.022696901392048385e+00 1.508724602249612509e-02
2.457127774756944273e+06 1.015993866616115904e+00 1.513210921175642092e-02
2.457127774872685317e+06 1.066315534794734843e+00 1.552097334718332243e-02
2.457127774988425896e+06 9.354810135682660732e-01 1.427935119804820026e-02
2.457127775104166474e+06 9.923673754632148514e-01 1.548740362728475567e-02
2.457127775219907518e+06 9.691114032938042966e-01 1.463395534819321268e-02
2.457127775335648097e+06 1.034304037952478383e+00 1.543056636901106449e-02
2.457127775451388676e+06 9.989097781990106117e-01 1.432994373366758105e-02
2.457127775567129720e+06 1.018805122941872865e+00 1.488186419446561708e-02
2.457127775682870299e+06 1.061597564971423990e+00 1.574769540831646997e-02
2.457127775798611343e+06 1.091764221757213882e+00 1.592004423704848279e-02
2.457127775914351922e+06 9.730824017229104950e-01 1.419703492120140062e-02
2.457127776030092500e+06 1.062110155042150783e+00 1.570021927928709135e-02
2.457127776145833544e+06 1.062581111277994594e+00 1.592816861716091908e-02
2.457127776261574123e+06 1.030043028928162796e+00 1.487146249091403014e-02
2.457127776377314702e+06 1.017855635708644790e+00 1.473521414833043816e-02
2.457127776493055746e+06 1.028860315650766522e+00 1.494059030792042886e-02
2.457127776608796325e+06 1.055369365142863280e+00 1.522293865336779226e-02
2.457127776724536903e+06 1.017307670108408724e+00 1.513523314070162190e-02
2.457127776840277947e+06 9.809509139639719377e-01 1.450359979588400176e-02
2.457127776956018526e+06 1.020962822022980498e+00 1.542077757442677360e-02
2.457127777071759105e+06 1.065647087148742456e+00 1.544131623262239711e-02
2.457127777187500149e+06 1.199469709516849170e+00 1.740673463413663566e-02
2.457127777303240728e+06 1.052589828620682066e+00 1.511738184592273729e-02
2.457127777418981306e+06 1.060928805821863108e+00 1.607638829436772512e-02
2.457127777534722351e+06 1.003935209302387888e+00 1.516021133635617885e-02
2.457127777650462929e+06 9.518129987061657582e-01 1.416196202062088537e-02
2.457127777766203508e+06 1.026127311983890289e+00 1.524433229482406379e-02
2.457127777881944552e+06 8.926455127261475608e-01 1.363618312789125278e-02
2.457127777997685131e+06 9.920832096252987231e-01 1.462652228544292048e-02
2.457127778113425709e+06 1.049499099139942881e+00 1.582117471810874990e-02
2.457127778229166754e+06 1.044306609298850441e+00 1.551756416218893521e-02
2.457127778344907332e+06 1.013726650386687522e+00 1.520110430894184607e-02
